ngram,counts,freq
sheriff,51,3.10956323963183e-05
sheriffs,1,1.48074439982468e-06
sherim,1,1.48074439982468e-06
sherl,1,1.48074439982468e-06
sherlock,6,7.4037219991234e-06
sherlockmycroft,1,1.48074439982468e-06
sherman,10,1.48074439982468e-05
sherpa,1,1.48074439982468e-06
sherrelle,1,1.48074439982468e-06
sherri,1,1.48074439982468e-06
sherriff,1,1.48074439982468e-06
sherrill,1,1.48074439982468e-06
sherrin,1,1.48074439982468e-06
sherrod,2,2.96148879964936e-06
sherry,7,1.03652107987728e-05
sherwinwilliams,1,1.48074439982468e-06
sherwood,6,7.4037219991234e-06
sheryl,5,5.92297759929872e-06
shes,18,2.22111659973702e-05
shetland,1,1.48074439982468e-06
shewchuk,1,1.48074439982468e-06
shf,1,1.48074439982468e-06
shhh,1,1.48074439982468e-06
shhhh,3,4.44223319947404e-06
shi,1,1.48074439982468e-06
shiadominated,1,1.48074439982468e-06
shialed,1,1.48074439982468e-06
shibboleth,1,1.48074439982468e-06
shield,12,1.18459551985974e-05
shieldcastle,1,1.48074439982468e-06
shielded,2,2.96148879964936e-06
shielding,1,1.48074439982468e-06
shields,6,8.88446639894808e-06
shiesty,1,1.48074439982468e-06
shiet,1,1.48074439982468e-06
shift,48,4.73838207943898e-05
shifta,1,1.48074439982468e-06
shifte,1,1.48074439982468e-06
shifted,7,8.88446639894808e-06
shifting,13,1.77689327978962e-05
shifts,21,2.51726547970196e-05
shiftwork,1,1.48074439982468e-06
shifty,1,1.48074439982468e-06
shifu,1,1.48074439982468e-06
shigeru,1,1.48074439982468e-06
shihab,1,1.48074439982468e-06
shiichi,1,1.48074439982468e-06
shiii,1,1.48074439982468e-06
shiiieeet,1,1.48074439982468e-06
shiitake,1,1.48074439982468e-06
shiite,2,2.96148879964936e-06
shiiteled,1,1.48074439982468e-06
shilanski,1,1.48074439982468e-06
shilling,1,1.48074439982468e-06
shiloh,1,1.48074439982468e-06
shimko,1,1.48074439982468e-06
shimmer,3,4.44223319947404e-06
shimmering,4,4.44223319947404e-06
shimmery,1,1.48074439982468e-06
shimmy,2,2.96148879964936e-06
shin,4,5.92297759929872e-06
shincarick,2,2.96148879964936e-06
shindig,2,2.96148879964936e-06
shine,43,4.29415875949157e-05
shined,3,4.44223319947404e-06
shinedown,1,1.48074439982468e-06
shinee,2,2.96148879964936e-06
shiner,3,4.44223319947404e-06
shines,10,1.33266995984221e-05
shingle,2,2.96148879964936e-06
shingled,1,1.48074439982468e-06
shingles,2,2.96148879964936e-06
shinier,1,1.48074439982468e-06
shining,16,1.77689327978962e-05
shinji,1,1.48074439982468e-06
shinkai,1,1.48074439982468e-06
shinkansen,1,1.48074439982468e-06
shinkle,1,1.48074439982468e-06
shinn,1,1.48074439982468e-06
shinnimin,2,1.48074439982468e-06
shinning,2,2.96148879964936e-06
shins,2,2.96148879964936e-06
shinsoo,2,2.96148879964936e-06
shiny,18,2.22111659973702e-05
shiot,1,1.48074439982468e-06
ship,65,5.33067983936885e-05
shipbreaking,2,2.96148879964936e-06
shipler,1,1.48074439982468e-06
shipley,1,1.48074439982468e-06
shipman,1,1.48074439982468e-06
shipment,2,2.96148879964936e-06
shipments,6,8.88446639894808e-06
shipped,13,1.48074439982468e-05
shippin,1,1.48074439982468e-06
shipping,26,2.36919103971949e-05
shippinghandling,1,1.48074439982468e-06
ships,17,2.51726547970196e-05
shipworn,1,1.48074439982468e-06
shipwreck,2,2.96148879964936e-06
shipwrecked,2,2.96148879964936e-06
shipyard,1,1.48074439982468e-06
shipyards,2,2.96148879964936e-06
shirk,1,1.48074439982468e-06
shirley,5,7.4037219991234e-06
shirt,81,8.14409419903574e-05
shirtless,1,1.48074439982468e-06
shirts,36,4.88645651942144e-05
shirttank,1,1.48074439982468e-06
shisha,1,1.48074439982468e-06
shishito,1,1.48074439982468e-06
shisho,1,1.48074439982468e-06
shiso,1,1.48074439982468e-06
shit,346,0.00023099612637265
shitcough,1,1.48074439982468e-06
shite,1,1.48074439982468e-06
shithead,1,1.48074439982468e-06
shiti,1,1.48074439982468e-06
shitlove,1,1.48074439982468e-06
shitlower,1,1.48074439982468e-06
shitmymomtexts,1,1.48074439982468e-06
shitnigga,1,1.48074439982468e-06
shits,8,8.88446639894808e-06
shitsad,1,1.48074439982468e-06
shitsmh,1,1.48074439982468e-06
shitstorm,1,1.48074439982468e-06
shitt,1,1.48074439982468e-06
shittacos,1,1.48074439982468e-06
shittiest,4,2.96148879964936e-06
shitting,1,1.48074439982468e-06
shittop,1,1.48074439982468e-06
shitttt,1,1.48074439982468e-06
shitttttt,1,1.48074439982468e-06
shittu,1,1.48074439982468e-06
shitty,15,1.92496771977208e-05
shituseeonthegbus,1,1.48074439982468e-06
shitz,1,1.48074439982468e-06
shivananda,1,1.48074439982468e-06
shively,1,1.48074439982468e-06
shiver,3,4.44223319947404e-06
shivered,2,2.96148879964936e-06
shivering,5,7.4037219991234e-06
shivers,1,1.48074439982468e-06
shiz,3,4.44223319947404e-06
shizz,1,1.48074439982468e-06
shizzle,1,1.48074439982468e-06
shizznitt,1,1.48074439982468e-06
shizzyking,1,1.48074439982468e-06
shkaldt,1,1.48074439982468e-06
shkolnik,1,1.48074439982468e-06
shld,1,1.48074439982468e-06
shlep,1,1.48074439982468e-06
shlomo,1,1.48074439982468e-06
shmancy,2,1.48074439982468e-06
shmuel,1,1.48074439982468e-06
shnookums,1,1.48074439982468e-06
sho,5,5.92297759929872e-06
shoals,1,1.48074439982468e-06
shock,51,3.84993543954417e-05
shockable,1,1.48074439982468e-06
shockandawe,1,1.48074439982468e-06
shocked,34,3.10956323963183e-05
shocker,1,1.48074439982468e-06
shockey,1,1.48074439982468e-06
shocking,18,1.92496771977208e-05
shockingly,5,7.4037219991234e-06
shockley,1,1.48074439982468e-06
shocks,2,2.96148879964936e-06
shockwaves,1,1.48074439982468e-06
shod,1,1.48074439982468e-06
shoddy,3,4.44223319947404e-06
shoe,39,3.40571211959676e-05
shoelace,2,2.96148879964936e-06
shoemaker,3,4.44223319947404e-06
shoemedical,1,1.48074439982468e-06
shoephone,1,1.48074439982468e-06
shoes,106,0.000109575085587026
shoesbut,1,1.48074439982468e-06
shoeshopping,1,1.48074439982468e-06
shoesit,1,1.48074439982468e-06
shoesrt,1,1.48074439982468e-06
shoestring,1,1.48074439982468e-06
shofner,1,1.48074439982468e-06
shogan,1,1.48074439982468e-06
shoji,1,1.48074439982468e-06
sholl,1,1.48074439982468e-06
shon,1,1.48074439982468e-06
shondrella,1,1.48074439982468e-06
shone,1,1.48074439982468e-06
shoo,1,1.48074439982468e-06
shook,12,1.48074439982468e-05
shoot,112,8.29216863901821e-05
shootaround,1,1.48074439982468e-06
shootarounds,1,1.48074439982468e-06
shooter,8,1.03652107987728e-05
shooters,1,1.48074439982468e-06
shooting,116,9.77291303884289e-05
shootings,3,2.96148879964936e-06
shootlol,1,1.48074439982468e-06
shootout,7,5.92297759929872e-06
shootouts,1,1.48074439982468e-06
shoots,17,2.22111659973702e-05
shop,169,0.000133266995984221
shopify,1,1.48074439982468e-06
shopkeeper,2,2.96148879964936e-06
shoplifting,5,5.92297759929872e-06
shoppe,4,5.92297759929872e-06
shopped,2,2.96148879964936e-06
shopper,5,5.92297759929872e-06
shoppers,18,2.51726547970196e-05
shopping,154,0.000133266995984221
shoppingsmall,1,1.48074439982468e-06
shoppnbagric,1,1.48074439982468e-06
shoprite,2,2.96148879964936e-06
shoprites,1,1.48074439982468e-06
shops,33,3.40571211959676e-05
shopvac,1,1.48074439982468e-06
shopwine,1,1.48074439982468e-06
shore,43,2.07304215975455e-05
shoreham,1,1.48074439982468e-06
shoreline,3,2.96148879964936e-06
shores,3,4.44223319947404e-06
shoreway,2,2.96148879964936e-06
shorn,3,4.44223319947404e-06
short,305,0.000179170072378786
shortage,14,1.62881883980715e-05
shortages,7,1.03652107987728e-05
shortagethe,1,1.48074439982468e-06
shortcake,5,5.92297759929872e-06
shortchange,1,1.48074439982468e-06
shortchanged,1,1.48074439982468e-06
shortchanging,1,1.48074439982468e-06
shortcircuited,1,1.48074439982468e-06
shortcoming,2,2.96148879964936e-06
shortcomings,4,5.92297759929872e-06
shorted,2,2.96148879964936e-06
shorten,3,4.44223319947404e-06
shortened,5,7.4037219991234e-06
shortening,1,1.48074439982468e-06
shorter,22,2.66533991968442e-05
shorterhemmed,1,1.48074439982468e-06
shortest,6,5.92297759929872e-06
shortestlived,1,1.48074439982468e-06
shortfall,7,7.4037219991234e-06
shorthaha,1,1.48074439982468e-06
shorthand,1,1.48074439982468e-06
shorthanded,3,2.96148879964936e-06
shorties,1,1.48074439982468e-06
shorting,1,1.48074439982468e-06
shortish,1,1.48074439982468e-06
shortlist,2,2.96148879964936e-06
shortlisted,1,1.48074439982468e-06
shortlived,7,7.4037219991234e-06
shortly,38,5.47875427935132e-05
shortness,3,2.96148879964936e-06
shorto,1,1.48074439982468e-06
shorts,22,2.66533991968442e-05
shortsale,1,1.48074439982468e-06
shortsegments,1,1.48074439982468e-06
shortseller,1,1.48074439982468e-06
shortsfrozen,1,1.48074439982468e-06
shortshortlong,1,1.48074439982468e-06
shortsighted,1,1.48074439982468e-06
shortstop,6,7.4037219991234e-06
shorttempered,1,1.48074439982468e-06
shortterm,13,1.77689327978962e-05
shortttalking,1,1.48074439982468e-06
shorty,4,5.92297759929872e-06
shortyardage,1,1.48074439982468e-06
shortywards,1,1.48074439982468e-06
shoshanah,1,1.48074439982468e-06
shostakovich,2,1.48074439982468e-06
shot,303,0.000225073148773351
shotblocking,2,2.96148879964936e-06
shotgun,17,1.48074439982468e-05
shotgunpropelled,1,1.48074439982468e-06
shotguns,3,4.44223319947404e-06
shotiveyaratana,1,1.48074439982468e-06
shotpass,1,1.48074439982468e-06
shots,108,0.000118459551985974
shott,1,1.48074439982468e-06
shoukat,1,1.48074439982468e-06
should,1523,0.000861793240697964
shoulda,5,5.92297759929872e-06
shoulder,45,2.81341435966689e-05
shoulderelbow,1,1.48074439982468e-06
shoulderlength,1,1.48074439982468e-06
shoulderpads,1,1.48074439982468e-06
shoulders,28,2.07304215975455e-05
shouldnt,9,1.03652107987728e-05
shouldreally,1,1.48074439982468e-06
shouldve,2,2.96148879964936e-06
shouldwill,1,1.48074439982468e-06
shout,97,8.73639195896561e-05
shouted,9,1.03652107987728e-05
shouting,20,2.81341435966689e-05
shoutinggossiping,1,1.48074439982468e-06
shoutout,42,3.99800987952664e-05
shoutoutright,1,1.48074439982468e-06
shoutouts,5,7.4037219991234e-06
shouts,9,1.33266995984221e-05
shove,6,5.92297759929872e-06
shoved,3,2.96148879964936e-06
shovel,6,5.92297759929872e-06
shoveling,2,2.96148879964936e-06
shovelready,1,1.48074439982468e-06
shovels,1,1.48074439982468e-06
shoves,1,1.48074439982468e-06
shoving,4,5.92297759929872e-06
show,986,0.00053454872833671
showalter,2,2.96148879964936e-06
showandmail,1,1.48074439982468e-06
showbiz,2,2.96148879964936e-06
showboat,3,4.44223319947404e-06
showboating,1,1.48074439982468e-06
showbook,1,1.48074439982468e-06
showbusiness,1,1.48074439982468e-06
showcase,28,3.2576376796143e-05
showcased,2,2.96148879964936e-06
showcases,6,7.4037219991234e-06
showcasing,4,5.92297759929872e-06
showclix,2,1.48074439982468e-06
showcloser,1,1.48074439982468e-06
showdown,9,1.03652107987728e-05
showdowns,1,1.48074439982468e-06
showed,124,0.000122901785185448
showem,1,1.48074439982468e-06
shower,80,4.59030763945651e-05
showered,4,5.92297759929872e-06
showerhead,1,1.48074439982468e-06
showering,3,4.44223319947404e-06
showerlolwen,1,1.48074439982468e-06
showerman,1,1.48074439982468e-06
showers,19,2.36919103971949e-05
showgirls,1,1.48074439982468e-06
showhouse,1,1.48074439982468e-06
showi,1,1.48074439982468e-06
showim,1,1.48074439982468e-06
showing,120,0.000119940296385799
showingi,1,1.48074439982468e-06
showings,2,2.96148879964936e-06
showkat,1,1.48074439982468e-06
showkelly,1,1.48074439982468e-06
showman,1,1.48074439982468e-06
showme,2,2.96148879964936e-06
showmen,1,1.48074439982468e-06
shown,66,3.99800987952664e-05
shownow,1,1.48074439982468e-06
showoff,1,1.48074439982468e-06
showr,1,1.48074439982468e-06
showroom,6,7.4037219991234e-06
showrooms,1,1.48074439982468e-06
showrt,1,1.48074439982468e-06
shows,239,0.000244322825971072
showsevents,1,1.48074439982468e-06
showso,1,1.48074439982468e-06
showsthe,1,1.48074439982468e-06
showstopping,2,2.96148879964936e-06
showtime,5,7.4037219991234e-06
showtimes,2,2.96148879964936e-06
showtune,1,1.48074439982468e-06
showww,1,1.48074439982468e-06
showy,2,2.96148879964936e-06
shoyu,1,1.48074439982468e-06
shozan,1,1.48074439982468e-06
shpanda,1,1.48074439982468e-06
shpe,1,1.48074439982468e-06
shpot,1,1.48074439982468e-06
shrainer,1,1.48074439982468e-06
shrapnel,2,2.96148879964936e-06
shred,4,5.92297759929872e-06
shredded,11,1.62881883980715e-05
shredder,2,2.96148879964936e-06
shredding,3,4.44223319947404e-06
shreds,3,1.48074439982468e-06
shrek,1,1.48074439982468e-06
shrekonomics,1,1.48074439982468e-06
shreveport,1,1.48074439982468e-06
shrewd,1,1.48074439982468e-06
shrewder,1,1.48074439982468e-06
shrewdly,3,4.44223319947404e-06
shrieked,1,1.48074439982468e-06
shrieks,1,1.48074439982468e-06
shrift,2,1.48074439982468e-06
shrikes,1,1.48074439982468e-06
shrill,2,1.48074439982468e-06
shrimp,31,4.1460843195091e-05
shrimps,2,2.96148879964936e-06
shrimpy,1,1.48074439982468e-06
shrine,5,5.92297759929872e-06
shrines,1,1.48074439982468e-06
shrink,8,1.18459551985974e-05
shrinkage,1,1.48074439982468e-06
shrinking,9,1.33266995984221e-05
shrinks,4,5.92297759929872e-06
shrivelled,1,1.48074439982468e-06
shriver,3,4.44223319947404e-06
shrm,2,2.96148879964936e-06
shrouded,4,5.92297759929872e-06
shrub,2,2.96148879964936e-06
shrubbery,1,1.48074439982468e-06
shrubby,1,1.48074439982468e-06
shrubs,4,5.92297759929872e-06
shrug,12,1.62881883980715e-05
shrugged,6,8.88446639894808e-06
shrugging,1,1.48074439982468e-06
shrugs,3,4.44223319947404e-06
shrunk,3,2.96148879964936e-06
shshawty,1,1.48074439982468e-06
sht,10,1.48074439982468e-05
shteim,1,1.48074439982468e-06
shtick,1,1.48074439982468e-06
shu,2,2.96148879964936e-06
shucks,2,2.96148879964936e-06
shud,3,4.44223319947404e-06
shudd,1,1.48074439982468e-06
shudder,4,5.92297759929872e-06
shuddered,1,1.48074439982468e-06
shudders,3,4.44223319947404e-06
shuffle,6,7.4037219991234e-06
shuffleadjusts,1,1.48074439982468e-06
shuffled,1,1.48074439982468e-06
shufflin,1,1.48074439982468e-06
shuffling,1,1.48074439982468e-06
shugarts,1,1.48074439982468e-06
shuhandler,2,2.96148879964936e-06
shui,1,1.48074439982468e-06
shula,1,1.48074439982468e-06
shuler,1,1.48074439982468e-06
shulman,3,4.44223319947404e-06
shultz,1,1.48074439982468e-06
shum,1,1.48074439982468e-06
shump,1,1.48074439982468e-06
shumpert,8,5.92297759929872e-06
shumway,1,1.48074439982468e-06
shun,1,1.48074439982468e-06
shundi,1,1.48074439982468e-06
shunned,1,1.48074439982468e-06
shurburtt,1,1.48074439982468e-06
shurmur,6,7.4037219991234e-06
shush,2,2.96148879964936e-06
shuster,1,1.48074439982468e-06
shut,103,9.92098747882535e-05
shutdown,6,8.88446639894808e-06
shutdowns,1,1.48074439982468e-06
shutout,3,4.44223319947404e-06
shutouts,2,2.96148879964936e-06
shuts,3,4.44223319947404e-06
shutter,3,4.44223319947404e-06
shuttered,4,4.44223319947404e-06
shutters,7,1.03652107987728e-05
shutting,9,1.33266995984221e-05
shuttle,20,1.77689327978962e-05
shuttlecart,1,1.48074439982468e-06
shuttles,4,4.44223319947404e-06
shutup,1,1.48074439982468e-06
shutupshutupshutupshutup,1,1.48074439982468e-06
shwasted,2,2.96148879964936e-06
shwrs,1,1.48074439982468e-06
shxt,1,1.48074439982468e-06
shy,24,2.66533991968442e-05
shyaaaat,1,1.48074439982468e-06
shying,1,1.48074439982468e-06
shyness,1,1.48074439982468e-06
shyt,4,4.44223319947404e-06
si,11,1.48074439982468e-05
sia,1,1.48074439982468e-06
siam,1,1.48074439982468e-06
siamese,1,1.48074439982468e-06
sianga,1,1.48074439982468e-06
sibelius,1,1.48074439982468e-06
siberia,2,2.96148879964936e-06
sibillini,1,1.48074439982468e-06
sibley,2,2.96148879964936e-06
sibling,9,1.18459551985974e-05
siblings,18,2.36919103971949e-05
sibusisomtungwa,1,1.48074439982468e-06
sibyl,1,1.48074439982468e-06
sic,1,1.48074439982468e-06
sicem,1,1.48074439982468e-06
sicher,1,1.48074439982468e-06
sicilian,2,2.96148879964936e-06
sicily,1,1.48074439982468e-06
sick,162,0.000105132852387552
sicken,2,1.48074439982468e-06
sickening,5,7.4037219991234e-06
sickest,2,2.96148879964936e-06
sickie,1,1.48074439982468e-06
sickit,1,1.48074439982468e-06
sickly,1,1.48074439982468e-06
sickness,11,1.33266995984221e-05
sicko,1,1.48074439982468e-06
sickofschool,1,1.48074439982468e-06
sickplus,1,1.48074439982468e-06
sickugh,1,1.48074439982468e-06
sicthat,1,1.48074439982468e-06
sid,5,7.4037219991234e-06
siddhanta,1,1.48074439982468e-06
siddhartha,1,1.48074439982468e-06
side,455,0.00025616878116967
sidebar,8,4.44223319947404e-06
sidebarwhyhow,1,1.48074439982468e-06
sideburns,3,4.44223319947404e-06
sidebyside,2,2.96148879964936e-06
sided,7,8.88446639894808e-06
sideeffects,1,1.48074439982468e-06
sidekick,6,7.4037219991234e-06
sidekicks,1,1.48074439982468e-06
sideline,16,1.77689327978962e-05
sidelined,6,8.88446639894808e-06
sidelines,7,4.44223319947404e-06
sideload,1,1.48074439982468e-06
sidenote,2,2.96148879964936e-06
sides,84,3.84993543954417e-05
sidesaddle,1,1.48074439982468e-06
sideshow,1,1.48074439982468e-06
sideshows,1,1.48074439982468e-06
sidetrack,1,1.48074439982468e-06
sidetracked,3,4.44223319947404e-06
sidetrips,1,1.48074439982468e-06
sidewalk,11,5.92297759929872e-06
sidewalks,10,1.18459551985974e-05
sideways,3,4.44223319947404e-06
siding,2,2.96148879964936e-06
sidney,1,1.48074439982468e-06
sidneypoitier,1,1.48074439982468e-06
siebel,1,1.48074439982468e-06
siebenshuh,1,1.48074439982468e-06
siebren,1,1.48074439982468e-06
siedhoff,1,1.48074439982468e-06
siege,5,2.96148879964936e-06
siegel,3,4.44223319947404e-06
siem,1,1.48074439982468e-06
siemens,2,1.48074439982468e-06
siempre,1,1.48074439982468e-06
siena,4,5.92297759929872e-06
sienna,1,1.48074439982468e-06
sierra,16,1.77689327978962e-05
siesta,1,1.48074439982468e-06
siete,1,1.48074439982468e-06
sieve,1,1.48074439982468e-06
siew,1,1.48074439982468e-06
sifers,1,1.48074439982468e-06
sift,7,1.03652107987728e-05
sifted,1,1.48074439982468e-06
sifter,1,1.48074439982468e-06
sigh,40,5.47875427935132e-05
sighed,3,4.44223319947404e-06
sighs,5,7.4037219991234e-06
sight,49,2.51726547970196e-05
sighting,3,4.44223319947404e-06
sightings,5,7.4037219991234e-06
sightlines,2,2.96148879964936e-06
sights,10,1.33266995984221e-05
sightseeing,1,1.48074439982468e-06
sightseers,1,1.48074439982468e-06
sigler,1,1.48074439982468e-06
sigma,3,4.44223319947404e-06
sigman,1,1.48074439982468e-06
sigmanu,1,1.48074439982468e-06
sigmar,1,1.48074439982468e-06
sigmund,1,1.48074439982468e-06
sign,202,0.000133266995984221
signage,3,4.44223319947404e-06
signal,25,2.81341435966689e-05
signaled,5,7.4037219991234e-06
signaling,1,1.48074439982468e-06
signalling,1,1.48074439982468e-06
signals,13,1.48074439982468e-05
signandtrade,2,2.96148879964936e-06
signature,32,3.2576376796143e-05
signatures,10,1.18459551985974e-05
signed,120,0.000109575085587026
signers,1,1.48074439982468e-06
signet,1,1.48074439982468e-06
significance,22,1.77689327978962e-05
significant,98,7.4037219991234e-05
significantly,22,2.81341435966689e-05
signifies,1,1.48074439982468e-06
signify,1,1.48074439982468e-06
signin,1,1.48074439982468e-06
signing,48,4.88645651942144e-05
signings,3,2.96148879964936e-06
signinterpret,1,1.48074439982468e-06
signmy,1,1.48074439982468e-06
signo,2,2.96148879964936e-06
signoff,1,1.48074439982468e-06
signor,1,1.48074439982468e-06
signore,1,1.48074439982468e-06
signorelli,2,1.48074439982468e-06
signpost,1,1.48074439982468e-06
signposts,2,2.96148879964936e-06
signs,89,9.62483859886042e-05
signsafightboutbreakout,1,1.48074439982468e-06
signsanction,1,1.48074439982468e-06
signsapersoncantcook,1,1.48074439982468e-06
signsapersoncantcookthey,1,1.48074439982468e-06
signsurahoodratmother,1,1.48074439982468e-06
signsyourebeingcheatedon,1,1.48074439982468e-06
signthat,1,1.48074439982468e-06
signup,5,7.4037219991234e-06
signups,1,1.48074439982468e-06
signwaving,1,1.48074439982468e-06
sigs,1,1.48074439982468e-06
sigur,1,1.48074439982468e-06
sijils,1,1.48074439982468e-06
sike,1,1.48074439982468e-06
siked,1,1.48074439982468e-06
sikh,1,1.48074439982468e-06
sil,3,4.44223319947404e-06
sila,1,1.48074439982468e-06
silas,4,5.92297759929872e-06
silatolu,1,1.48074439982468e-06
silberstein,1,1.48074439982468e-06
silence,45,4.1460843195091e-05
silenced,1,1.48074439982468e-06
silencefiller,1,1.48074439982468e-06
silencefrom,1,1.48074439982468e-06
silent,57,5.92297759929872e-05
silently,8,1.18459551985974e-05
silhouette,6,8.88446639894808e-06
silhouettes,1,1.48074439982468e-06
silhoutteessleeve,1,1.48074439982468e-06
silica,2,2.96148879964936e-06
silicon,13,1.62881883980715e-05
silicone,1,1.48074439982468e-06
silk,18,1.92496771977208e-05
silkcharm,1,1.48074439982468e-06
silke,1,1.48074439982468e-06
silken,1,1.48074439982468e-06
silks,1,1.48074439982468e-06
silky,8,8.88446639894808e-06
sill,2,2.96148879964936e-06
silliest,1,1.48074439982468e-06
silliness,1,1.48074439982468e-06
sills,1,1.48074439982468e-06
silly,48,5.18260539938638e-05
silman,1,1.48074439982468e-06
silos,1,1.48074439982468e-06
silt,1,1.48074439982468e-06
siltswirls,1,1.48074439982468e-06
silva,4,5.92297759929872e-06
silvana,1,1.48074439982468e-06
silveira,1,1.48074439982468e-06
silver,66,5.77490315931625e-05
silverback,1,1.48074439982468e-06
silverblue,1,1.48074439982468e-06
silvercloseout,1,1.48074439982468e-06
silvercolored,1,1.48074439982468e-06
silvered,1,1.48074439982468e-06
silverman,5,7.4037219991234e-06
silvers,1,1.48074439982468e-06
silverstein,2,2.96148879964936e-06
silverstone,6,5.92297759929872e-06
silverton,1,1.48074439982468e-06
silverware,2,2.96148879964936e-06
silvery,1,1.48074439982468e-06
silvestri,1,1.48074439982468e-06
silwan,1,1.48074439982468e-06
sim,5,7.4037219991234e-06
simarian,1,1.48074439982468e-06
simba,1,1.48074439982468e-06
simcoe,1,1.48074439982468e-06
sime,2,2.96148879964936e-06
simeon,3,4.44223319947404e-06
similar,143,9.62483859886042e-05
similarities,12,1.18459551985974e-05
similarity,2,2.96148879964936e-06
similarly,13,1.77689327978962e-05
similarlythemed,1,1.48074439982468e-06
simileexhibit,1,1.48074439982468e-06
similiar,1,1.48074439982468e-06
simis,1,1.48074439982468e-06
simmah,1,1.48074439982468e-06
simmer,13,1.48074439982468e-05
simmering,3,4.44223319947404e-06
simmons,14,1.92496771977208e-05
simms,7,8.88446639894808e-06
simon,43,5.18260539938638e-05
simona,1,1.48074439982468e-06
simonetti,1,1.48074439982468e-06
simonson,1,1.48074439982468e-06
simotas,1,1.48074439982468e-06
simple,219,0.000121421040785624
simplee,1,1.48074439982468e-06
simpler,12,1.33266995984221e-05
simplest,4,1.48074439982468e-06
simplex,1,1.48074439982468e-06
simplicissimus,1,1.48074439982468e-06
simplicity,8,8.88446639894808e-06
simplification,1,1.48074439982468e-06
simplified,4,5.92297759929872e-06
simplify,6,7.4037219991234e-06
simplist,1,1.48074439982468e-06
simplistic,3,4.44223319947404e-06
simplot,1,1.48074439982468e-06
simply,221,0.000162881883980715
simpson,19,2.07304215975455e-05
simpsonizer,2,2.96148879964936e-06
simpsons,5,4.44223319947404e-06
sims,3,2.96148879964936e-06
simslauncherwexe,1,1.48074439982468e-06
simulate,3,2.96148879964936e-06
simulated,1,1.48074439982468e-06
simulates,1,1.48074439982468e-06
simulation,3,4.44223319947404e-06
simulator,2,2.96148879964936e-06
simulcast,3,4.44223319947404e-06
simultaneous,6,7.4037219991234e-06
simultaneously,12,1.62881883980715e-05
sin,38,3.7018609995617e-05
sinai,3,4.44223319947404e-06
sinatra,4,5.92297759929872e-06
sinbad,2,2.96148879964936e-06
since,904,0.000855870263098665
sincedeparted,1,1.48074439982468e-06
sincehigh,1,1.48074439982468e-06
sincerbeaux,1,1.48074439982468e-06
sincere,11,8.88446639894808e-06
sincerely,8,1.18459551985974e-05
sincerest,1,1.48074439982468e-06
sincerity,3,2.96148879964936e-06
sinclair,6,8.88446639894808e-06
sindi,1,1.48074439982468e-06
sine,2,2.96148879964936e-06
sinead,1,1.48074439982468e-06
sinew,1,1.48074439982468e-06
sinful,3,4.44223319947404e-06
sinfully,2,2.96148879964936e-06
sing,97,5.33067983936885e-05
singalong,4,5.92297759929872e-06
singalongs,1,1.48074439982468e-06
singapore,17,1.62881883980715e-05
singaporean,2,2.96148879964936e-06
singer,71,6.21912647926366e-05
singers,21,2.96148879964936e-05
singersongwriter,6,8.88446639894808e-06
singersongwriterguitarist,1,1.48074439982468e-06
singh,14,2.07304215975455e-05
singin,3,4.44223319947404e-06
singing,111,0.000121421040785624
singingacting,1,1.48074439982468e-06
singingperformingwriting,1,1.48074439982468e-06
single,268,0.000124382529585273
singlea,1,1.48074439982468e-06
singlealbumsoundtrack,1,1.48074439982468e-06
singlebiggest,1,1.48074439982468e-06
singlecell,1,1.48074439982468e-06
singlecup,1,1.48074439982468e-06
singled,17,2.51726547970196e-05
singledigit,2,2.96148879964936e-06
singlefamily,2,2.96148879964936e-06
singlegame,2,2.96148879964936e-06
singlehandedly,3,4.44223319947404e-06
singleleg,1,1.48074439982468e-06
singlemalt,1,1.48074439982468e-06
singleminded,1,1.48074439982468e-06
singleorigin,1,1.48074439982468e-06
singlepage,1,1.48074439982468e-06
singler,1,1.48074439982468e-06
singlerace,1,1.48074439982468e-06
singles,21,3.10956323963183e-05
singlescroll,1,1.48074439982468e-06
singleseason,1,1.48074439982468e-06
singleserve,3,2.96148879964936e-06
singlesign,1,1.48074439982468e-06
singlestream,1,1.48074439982468e-06
singlesyllable,1,1.48074439982468e-06
singlet,1,1.48074439982468e-06
singletrack,1,1.48074439982468e-06
singlevehicle,1,1.48074439982468e-06
singling,1,1.48074439982468e-06
sings,14,1.92496771977208e-05
singular,6,7.4037219991234e-06
singularity,1,1.48074439982468e-06
sinibaldi,1,1.48074439982468e-06
sinisa,1,1.48074439982468e-06
sinister,7,8.88446639894808e-06
sinisterra,1,1.48074439982468e-06
sinjin,2,2.96148879964936e-06
sinju,2,2.96148879964936e-06
sink,18,2.07304215975455e-05
sinker,2,2.96148879964936e-06
sinkerballer,1,1.48074439982468e-06
sinkfor,1,1.48074439982468e-06
sinking,14,1.62881883980715e-05
sinks,5,5.92297759929872e-06
sinner,2,2.96148879964936e-06
sinners,6,7.4037219991234e-06
sinnersoh,1,1.48074439982468e-06
sinning,1,1.48074439982468e-06
sinovic,2,2.96148879964936e-06
sins,21,2.07304215975455e-05
sinsof,1,1.48074439982468e-06
sinspired,1,1.48074439982468e-06
sintra,1,1.48074439982468e-06
sinus,5,7.4037219991234e-06
sinuses,1,1.48074439982468e-06
